year_played,pitchername,pitcher_mlb_id,pitchtype,p_hand,b_hand,num_pitches,subset_ip,plv,pitch_runs
2020,Alex Cobb,502171,FS,R,R,107,6.938868236266006,5.01,3.288930
2020,Alex Colomé,517008,FC,R,L,160,9.789954337899543,4.99,4.999942
2020,Alex Colomé,517008,FF,R,L,51,3.1205479452054794,4.60,2.001282
2020,Alex Colomé,517008,FC,R,R,101,6.179908675799086,4.87,3.394647
2020,Alex Colomé,517008,FF,R,R,53,3.2429223744292233,4.75,1.918009
2020,Alex McRae,656725,CH,R,L,2,0.18181818181818182,5.04,0.060401
2020,Alex McRae,656725,CU,R,L,3,0.2727272727272727,4.79,0.105947
2020,Alex McRae,656725,FF,R,L,7,0.6363636363636364,5.42,0.156221
2020,Alex McRae,656725,CH,R,R,1,0.09090909090909091,4.40,0.043504
2020,Alex McRae,656725,CU,R,R,7,0.6363636363636364,5.11,0.201459
2020,Alex McRae,656725,FF,R,R,9,0.8181818181818181,5.71,0.146863
2020,Alex McRae,656725,SI,R,R,4,0.36363636363636365,3.96,0.209890
2020,Alex Reyes,621052,CH,R,L,11,0.5862691960252936,4.25,0.510770
2020,Alex Reyes,621052,CU,R,L,38,2.0252935862691963,4.62,1.477820
2020,Alex Reyes,621052,FF,R,L,75,3.997289972899729,4.50,3.095618
2020,Alex Reyes,621052,SI,R,L,24,1.2791327913279136,4.75,0.866442
2020,Alex Reyes,621052,SL,R,L,10,0.5329719963866306,5.82,0.139820
2020,Alex Reyes,621052,CH,R,R,2,0.10659439927732611,4.85,0.068134
2020,Alex Reyes,621052,CU,R,R,24,1.2791327913279136,4.82,0.831324
2020,Alex Reyes,621052,FF,R,R,107,5.702800361336948,5.11,3.075064
2020,Alex Reyes,621052,SI,R,R,19,1.0126467931345982,5.27,0.483738
2020,Alex Reyes,621052,SL,R,R,59,3.1445347786811206,5.04,1.777904
2020,Alex Vesia,681911,CH,L,L,5,0.16290726817042606,4.82,0.173798
2020,Alex Vesia,681911,FF,L,L,54,1.7593984962406013,5.13,1.525953
2020,Alex Vesia,681911,SL,L,L,10,0.3258145363408521,4.51,0.411536
2020,Alex Vesia,681911,CH,L,R,19,0.619047619047619,3.50,1.180279
2020,Alex Vesia,681911,FF,L,R,43,1.401002506265664,5.35,1.020595
2020,Alex Vesia,681911,SL,L,R,2,0.06516290726817042,6.59,-0.003807
2020,Alex Wood,622072,CH,L,L,5,0.24739583333333331,5.72,0.079916
2020,Alex Wood,622072,CU,L,L,33,1.6328125,4.63,1.273485
2020,Alex Wood,622072,FF,L,L,5,0.24739583333333331,5.12,0.142404
2020,Alex Wood,622072,SI,L,L,41,2.028645833333333,5.35,0.972603
2020,Alex Wood,622072,CH,L,R,46,2.2760416666666665,4.56,1.842151
2020,Alex Wood,622072,CU,L,R,41,2.028645833333333,4.55,1.655305
2020,Alex Wood,622072,FF,L,R,12,0.59375,4.58,0.476349
2020,Alex Wood,622072,SI,L,R,73,3.6119791666666665,4.75,2.635691
2020,Alex Young,622065,CH,L,L,8,0.46507737348389794,5.62,0.145256
2020,Alex Young,622065,CU,L,L,65,3.778753659556671,5.15,1.816781
2020,Alex Young,622065,FC,L,L,63,3.6624843161856964,5.19,1.706267
2020,Alex Young,622065,FF,L,L,44,2.557925554161439,4.91,1.442117
2020,Alex Young,622065,SI,L,L,37,2.150982852363028,4.06,1.869263
2020,Alex Young,622065,SL,L,L,30,1.7440401505646173,5.00,0.930239
2020,Alex Young,622065,CH,L,R,159,9.243412797992471,4.75,5.764994
2020,Alex Young,622065,CU,L,R,132,7.6737766624843164,4.94,4.249711
2020,Alex Young,622065,FC,L,R,66,3.8368883312421582,4.73,2.418400
2020,Alex Young,622065,FF,L,R,82,4.767043078209954,4.38,3.586927
2020,Alex Young,622065,SI,L,R,96,5.580928481806776,4.84,3.298253
